interview_id,source_id,candidate_name,role_norm,role_display,role_family,decision,reason_category,is_requirement_leak,resume_word_count,transcript_word_count
8002,rivash0813,yahvi pandey,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,453,822
8003,rivash0814,roopali bedi,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,470,669
8004,rivash0815,viral raghav,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,452,903
8005,rivash0817,upama basu,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,374,662
8006,rivash0818,roopali kapoor,data engineer,Data Engineer,Data & AI,reject,Data Quality: Requirement Text Leaked,true,408,754
8007,rivash0819,eashan mishra,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,484,752
8008,rivash0820,yagna raj,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,373,607
8009,rivash0821,ehan patel,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,427,773
8010,rivash0822,laksha raghav,software engineer,Software Engineer,Software Engineering,select,Data Quality: Requirement Text Leaked,true,453,671
8011,rivash0823,chaaya yadav,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,431,741
8012,rivash0824,gina patel,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,483,705
8013,rivash0825,hiral choudhury,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,383,798
8014,rivash0826,wriddhish nair,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,356,765
8015,rivash0827,oni shah,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,439,853
8016,rivash0828,harini kaur,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,493,829
8017,rivash0829,aanya desai,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,483,760
8018,rivash0830,kairav kumar,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,401,729
8019,rivash0831,eshani kaur,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,406,785
8020,rivash0832,raahi shah,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,413,759
8021,rivash0833,ujjwal saxena,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,372,786
8022,rivash0834,dipal bhatt,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,423,584
8023,rivash0835,naksh shah,data engineer,Data Engineer,Data & AI,reject,Data Quality: Requirement Text Leaked,true,482,687
8024,rivash0836,udanth shukla,software engineer,Software Engineer,Software Engineering,select,Data Quality: Requirement Text Leaked,true,332,839
8025,rivash0837,parinita singh,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,490,799
8026,rivash0838,manasi sharma,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,445,757
8027,rivash0839,viral shukla,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,421,702
8028,rivash0840,ranjita bhatt,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,393,792
8029,rivash0841,parinita shukla,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,404,827
8030,rivash0842,aanya bhardwaj,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,481,713
8031,rivash0843,ehan reddy,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,449,785
8032,rivash0844,eashan gupta,software engineer,Software Engineer,Software Engineering,select,Data Quality: Requirement Text Leaked,true,469,608
8033,rivash0845,yahvi soni,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,436,707
8034,rivash0846,jivin bedi,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,479,684
8035,rivash0847,saanjh chowdhury,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,468,758
8036,rivash0848,eashan seth,data engineer,Data Engineer,Data & AI,reject,Data Quality: Requirement Text Leaked,true,416,746
8037,rivash0849,veda basu,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,481,645
8038,rivash0850,harshini desai,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,478,560
8039,rivash0851,nirosha bansal,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,483,591
8040,rivash0852,ritul singh,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,450,866
8041,rivash0853,kairav gulati,data engineer,Data Engineer,Data & AI,reject,Data Quality: Requirement Text Leaked,true,396,874
8042,rivash0854,nirosha soni,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,415,712
8043,rivash0855,tanima gupta,software engineer,Software Engineer,Software Engineering,select,Data Quality: Requirement Text Leaked,true,465,828
8044,rivash0856,larisa iyer,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,470,924
8045,rivash0857,mahin sharma,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,424,786
8046,rivash0858,yagna patel,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,601,618
8047,rivash0859,upasana gupta,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,397,692
8048,rivash0860,hyma joshi,data engineer,Data Engineer,Data & AI,reject,Data Quality: Requirement Text Leaked,true,434,584
8049,rivash0861,chaaya kaur,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,420,641
8050,rivash0862,ichaa chowdhury,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,486,685
8051,rivash0863,brinda bhardwaj,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,460,747
8052,rivash0864,roopali chopra,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,274,768
8053,rivash0865,zev gupta,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,426,743
8054,rivash0866,kripal basu,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,458,710
8055,rivash0867,larisa ghosh,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,542,634
8056,rivash0868,aanya mehta,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,481,703
8057,rivash0869,taksha kaur,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,463,728
8058,rivash0870,watika gupta,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,486,710
8059,rivash0871,eashan ghosh,software engineer,Software Engineer,Software Engineering,select,Data Quality: Requirement Text Leaked,true,325,728
8060,rivash0872,kanha ruparel,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,405,701
8061,rivash0873,ekta rathore,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,403,789
8062,rivash0874,ujjwal pandey,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,432,709
8063,rivash0875,kripal soni,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,532,759
8064,rivash0876,iksha khandelwal,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,489,748
8065,rivash0877,bani desai,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,597,638
8066,rivash0878,gyan raghav,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,461,827
8067,rivash0879,disha bhat,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,431,831
8068,rivash0880,ojas kumari,software engineer,Software Engineer,Software Engineering,select,Data Quality: Requirement Text Leaked,true,376,840
8069,rivash0882,hyma garg,data engineer,Data Engineer,Data & AI,reject,Data Quality: Requirement Text Leaked,true,538,688
8070,rivash0883,eashan thakur,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,575,839
8071,rivash0884,ojas nair,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,407,777
8072,rivash0885,yashika basu,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,418,829
8073,rivash0886,yagna chawla,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,542,712
8074,rivash0887,lahar pandey,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,475,681
8075,rivash0888,veda chawla,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,471,568
8076,rivash0889,wriddhish kohli,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,472,695
8077,rivash0890,nirosha agarwal,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,449,719
8078,rivash0891,trisha singh,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,479,708
8079,rivash0892,ujjwal chopra,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,201,586
8080,rivash0893,eashan reddy,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,491,790
8081,rivash0894,wriddhish kumar,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,471,564
8082,rivash0895,snehal chawla,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,355,871
8083,rivash0896,eashan gupta,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,412,785
8084,rivash0897,hiral shukla,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,444,814
8085,rivash0898,udanth bansal,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,491,753
8086,rivash0899,grishm kumari,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,335,829
8087,rivash0900,parinita ghosh,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,396,742
8088,rivash0901,taksha soni,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,454,603
8089,rivash0902,eshani ruparel,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,436,620
8090,rivash0903,manasi kohli,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,440,680
8091,rivash0905,ichaa iyer,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,489,733
8092,rivash0906,snehal basu,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,428,637
8093,rivash0907,viral ruparel,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,426,706
8094,rivash0908,nirosha mishra,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,508,576
8095,rivash0909,rijul shukla,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,484,703
8096,rivash0910,ichaa gulati,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,427,912
8097,rivash0911,jivin shukla,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,475,570
8098,rivash0912,ichaa agarwal,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,424,576
8099,rivash0913,raahi kapoor,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,478,616
8100,rivash0914,hans choudhury,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,481,842
8101,rivash0915,niraj mittal,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,372,633
8102,rivash0917,rijul soni,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,470,679
8103,rivash0918,pratiti gupta,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,446,716
8104,rivash0919,praneel kapoor,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,330,737
8105,rivash0920,pratiti raghav,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,433,763
8106,rivash0921,ekta raj,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,545,778
8107,rivash0922,kripal kumari,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,497,634
8108,rivash0923,naina bansal,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,388,737
8109,rivash0924,janki joshi,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,451,711
8110,rivash0925,oshee gulati,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,418,614
8111,rivash0926,vanshika rai,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,412,710
8112,rivash0927,ichaa choudhury,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,470,661
8113,rivash0928,manasi verma,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,579,673
8114,rivash0929,roopali mishra,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,551,677
8115,rivash0930,ishani dixit,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,424,561
8116,rivash0931,fanish choudhury,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,439,632
8117,rivash0932,chaaya saxena,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,438,656
8118,rivash0933,trayi kaur,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,449,732
8119,rivash0934,eashan kumari,data engineer,Data Engineer,Data & AI,reject,Data Quality: Requirement Text Leaked,true,518,707
8120,rivash0935,udanth garg,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,516,748
8121,rivash0936,chaaya soni,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,485,619
8122,rivash0937,eshani mehta,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,482,606
8123,rivash0938,aaditya ruparel,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,426,761
8124,rivash0939,charvi verma,software engineer,Software Engineer,Software Engineering,select,Data Quality: Requirement Text Leaked,true,384,936
8125,rivash0940,udanth gulati,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,518,638
8126,rivash0941,ishani jain,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,475,816
8127,rivash0942,hiral choudhury,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,425,554
8128,rivash0943,kripal kohli,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,543,687
8129,rivash0944,dipal mishra,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,373,854
8130,rivash0945,saanvi raj,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,484,711
8131,rivash0946,aanya sahu,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,400,593
8132,rivash0947,mythily jain,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,461,831
8133,rivash0948,taksha kaur,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,449,626
8134,rivash0949,iksha mehta,data engineer,Data Engineer,Data & AI,reject,Data Quality: Requirement Text Leaked,true,456,601
8135,rivash0950,vanshika rai,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,420,639
8136,rivash0951,kripal tiwari,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,497,607
8137,rivash0952,hans agarwal,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,417,700
8138,rivash0953,upama pandey,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,462,781
8139,rivash0954,raahi gulati,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,441,894
8140,rivash0955,jivin yadav,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,466,763
8141,rivash0956,udanth naidu,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,475,741
8142,rivash0957,gyan raj,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,453,780
8143,rivash0958,vanshika singh,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,409,860
8144,rivash0959,snehal choudhury,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,462,787
8145,rivash0960,viral nair,software engineer,Software Engineer,Software Engineering,select,Data Quality: Requirement Text Leaked,true,476,744
8146,rivash0961,jivin kumari,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,449,725
8147,rivash0962,chahal nair,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,492,644
8148,rivash0963,pratiti kaur,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,585,592
8149,rivash0964,upasana agarwal,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,451,862
8150,rivash0966,manav yadav,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,412,624
8151,rivash0967,kripal khandelwal,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,432,699
8152,rivash0968,amisha bedi,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,474,583
8153,rivash0969,disha sahu,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,522,786
8154,rivash0970,taksha gupta,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,403,729
8155,rivash0971,ilesh verma,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,604,659
8156,rivash0972,chaaya bansal,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,365,690
8157,rivash0973,hiral kaur,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,538,782
8158,rivash0974,grishm sahu,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,388,850
8159,rivash0975,aaditya das,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,458,869
8160,rivash0976,palash kohli,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,497,630
8161,rivash0977,tuhin verma,data engineer,Data Engineer,Data & AI,reject,Data Quality: Requirement Text Leaked,true,507,640
8162,rivash0978,kamna dixit,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,448,612
8163,rivash0979,jivin sahu,ui designer,UI Designer,Design,reject,Data Quality: Requirement Text Leaked,true,424,718
8164,rivash0980,varsha bhatt,software engineer,Software Engineer,Software Engineering,select,Data Quality: Requirement Text Leaked,true,159,762
8165,rivash0981,ritul verma,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,426,701
8166,rivash0982,aaditya reddy,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,543,795
8167,rivash0983,rijul bedi,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,388,760
8168,rivash0984,ranjita shah,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,436,574
8169,rivash0985,gyan soni,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,468,679
8170,rivash0986,ekta chopra,data scientist,Data Scientist,Data & AI,select,Data Quality: Requirement Text Leaked,true,436,522
8171,rivash0987,oshee basu,data scientist,Data Scientist,Data & AI,reject,Data Quality: Requirement Text Leaked,true,523,626
8172,rivash0988,aaditya basu,product manager,Product Manager,Product & Business,reject,Data Quality: Requirement Text Leaked,true,475,691
8173,rivash0989,yashika bhardwaj,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,418,685
8174,rivash0990,parinita raghav,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,414,747
8175,rivash0991,bani soni,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,339,778
8176,rivash0992,oshee yadav,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,401,797
8177,rivash0993,veda rathore,data engineer,Data Engineer,Data & AI,reject,Data Quality: Requirement Text Leaked,true,408,611
8178,rivash0994,ichaa das,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,414,772
8179,rivash0995,kamna patel,software engineer,Software Engineer,Software Engineering,reject,Data Quality: Requirement Text Leaked,true,558,592
8180,rivash0996,watika thakur,data analyst,Data Analyst,Data & AI,select,Data Quality: Requirement Text Leaked,true,446,704
8181,rivash0997,chirag bedi,product manager,Product Manager,Product & Business,select,Data Quality: Requirement Text Leaked,true,452,804
8182,rivash0998,iksha yadav,ui designer,UI Designer,Design,select,Data Quality: Requirement Text Leaked,true,502,630
8183,rivash0999,tanima chopra,data engineer,Data Engineer,Data & AI,select,Data Quality: Requirement Text Leaked,true,412,603
8184,rivash1000,lahar khandelwal,data analyst,Data Analyst,Data & AI,reject,Data Quality: Requirement Text Leaked,true,585,712
8185,robeag172,Robert Aguilar,machine learning engineer,Machine Learning Engineer,Data & AI,select,Technical Skills,false,327,732
8186,robeal163,Robert Alexander,ui engineer,UI Engineer,Design,reject,Technical Skills,false,349,790
8187,robeal192,Robert Alvarez,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Leadership & Communication,false,321,754
8188,robeal710,Robert Allen,cloud architect,Cloud Architect,Infrastructure & Cloud,reject,Technical Skills,false,363,632
8189,robean254,Roberto Anthony,game developer,Game Developer,Software Engineering,select,Leadership & Communication,false,207,722
8190,robean318,Robert Anderson,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,368,699
8191,robean386,Robert Anderson,mobile app developer,Mobile App Developer,Software Engineering,select,Technical Skills,false,391,639
8192,robean652,Robert Anderson,ux designer,UX Designer,Design,select,Technical Skills,false,289,774
8193,robear123,Robert Archer,ai researcher,AI Researcher,Data & AI,select,Technical Skills,false,411,751
8194,robeau142,Robert Austin,it support specialist,IT Support Specialist,Product & Business,reject,Technical Skills,false,363,883
8195,robeba252,Roberta Baldwin,cybersecurity analyst,Cybersecurity Analyst,Security,reject,Technical Skills,false,347,649
8196,robeba711,Robert Barnes,digital marketing specialist,Digital Marketing Specialist,Non-Technical,reject,Technical Skills,false,383,607
8197,robeba762,Robert Baker,ar/vr developer,AR/VR Developer,Software Engineering,select,Technical Skills,false,190,734
8198,robebl470,Robert Black,ui engineer,UI Engineer,Design,reject,Technical Skills,false,339,677
8199,robebl736,Robert Blankenship,system administrator,System Administrator,Infrastructure & Cloud,select,Technical Skills,false,491,784
8200,robebr336,Robert Brown,data scientist,Data Scientist,Data & AI,select,Leadership & Communication,false,385,653
8201,robebr345,robert brown,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,328,603
8202,robebr466,Robert Brown,data architect,Data Architect,Data & AI,select,Technical Skills,false,394,680
8203,robebr575,Robert Brooks,e-commerce specialist,E-commerce Specialist,Non-Technical,reject,Technical Skills,false,329,694
8204,robebr845,Robert Brewer,cloud engineer,Cloud Engineer,Infrastructure & Cloud,reject,Leadership & Communication,false,373,663
8205,robebr970,Robert Brown,product manager,Product Manager,Product & Business,select,Technical Skills,false,312,629
8206,robeca166,robert castillo,product manager,Product Manager,Product & Business,reject,Technical Skills,false,295,680
8207,robeca269,Robert Carney,database administrator,Database Administrator,Infrastructure & Cloud,reject,Technical Skills,false,306,701
8208,robeca881,Robert Campos,business analyst,Business Analyst,Product & Business,reject,Technical Skills,false,333,607
8209,robecl552,Robert Clayton,digital marketing specialist,Digital Marketing Specialist,Non-Technical,reject,Leadership & Communication,false,356,557
8210,robecl841,Robert Clark,data analyst,Data Analyst,Data & AI,select,Technical Skills,false,391,763
8211,robecl862,robert clark,ui engineer,UI Engineer,Design,reject,Technical Skills,false,294,600
8212,robeco190,Roberto Cooper,game developer,Game Developer,Software Engineering,reject,Technical Skills,false,178,707
8213,robeco229,Robert Cohen,business analyst,Business Analyst,Product & Business,reject,Technical Skills,false,274,728
8214,robeco800,Robert Cooley,cloud engineer,Cloud Engineer,Infrastructure & Cloud,select,Technical Skills,false,195,583
8215,robeco811,Robert Combs,data scientist,Data Scientist,Data & AI,reject,Technical Skills,false,352,707
8216,robeco855,Robert Coleman,cloud engineer,Cloud Engineer,Infrastructure & Cloud,reject,Technical Skills,false,341,679
8217,robeco966,Robert Cole,robotics engineer,Robotics Engineer,Hardware & Robotics,select,Technical Skills,false,365,719
8218,robecr897,Robert Cruz,ux designer,UX Designer,Design,reject,Leadership & Communication,false,406,655
8219,robeda538,Robert Davis,blockchain developer,Blockchain Developer,Software Engineering,select,Technical Skills,false,390,646
8220,robeda642,Robert Davis,digital marketing specialist,Digital Marketing Specialist,Non-Technical,select,Leadership & Communication,false,330,762
8221,robedi199,Robert Diaz,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Technical Skills,false,396,727
8222,robeev372,Robert Evans,data engineer,Data Engineer,Data & AI,select,Technical Skills,false,351,726
8223,robefl270,Robert Flores,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,307,883
8224,robefo663,Robert Foster,ui engineer,UI Engineer,Design,reject,Technical Skills,false,294,763
8225,robefr226,robert frazier,software engineer,Software Engineer,Software Engineering,reject,Technical Skills,false,315,573
8226,robefr544,Robert Frost,it support specialist,IT Support Specialist,Product & Business,reject,Technical Skills,false,310,532
8227,robega595,Robert Garcia,ui engineer,UI Engineer,Design,select,Leadership & Communication,false,315,559
8228,robega722,Robert Gay,cybersecurity analyst,Cybersecurity Analyst,Security,reject,Leadership & Communication,false,376,660
8229,robega767,Roberta Garcia,qa engineer,QA Engineer,Software Engineering,select,Technical Skills,false,315,662
8230,robege890,Robert George,cloud engineer,Cloud Engineer,Infrastructure & Cloud,reject,Technical Skills,false,337,775
8231,robego231,robert gomez,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,298,632
8232,robego328,Robert Gonzalez,qa engineer,QA Engineer,Software Engineering,reject,Leadership & Communication,false,360,638
8233,robego933,Robert Gomez,system administrator,System Administrator,Infrastructure & Cloud,reject,Technical Skills,false,365,747
8234,robegr326,Robert Gray,human resources specialist,Human Resources Specialist,Non-Technical,reject,Technical Skills,false,355,681
8235,robegr529,Robert Griffin,robotics engineer,Robotics Engineer,Hardware & Robotics,reject,Technical Skills,false,343,683
8236,robeha218,Robert Harrison,mobile app developer,Mobile App Developer,Software Engineering,select,Leadership & Communication,false,338,732
8237,robeha245,Robert Hardy,it support specialist,IT Support Specialist,Product & Business,reject,Technical Skills,false,267,699
8238,robeha923,Robert Hayes,ux designer,UX Designer,Design,select,Technical Skills,false,308,814
8239,robeho229,Robert Howard,cloud architect,Cloud Architect,Infrastructure & Cloud,reject,Technical Skills,false,368,860
8240,robeho354,Robert Hoover,blockchain developer,Blockchain Developer,Software Engineering,reject,Technical Skills,false,339,614
8241,robeho789,Robert Holden,digital marketing specialist,Digital Marketing Specialist,Non-Technical,reject,Leadership & Communication,false,345,697
8242,robeho791,Robert Howell,full stack developer,Full Stack Developer,Software Engineering,select,Technical Skills,false,318,593
8243,robehu704,Robert Hughes,product manager,Product Manager,Product & Business,reject,Technical Skills,false,369,691
8244,robeib438,Robert Ibarra,ar/vr developer,AR/VR Developer,Software Engineering,reject,Technical Skills,false,70,590
8245,robeja293,Robert Jackson,data engineer,Data Engineer,Data & AI,reject,Technical Skills,false,340,738
